dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category,category_days
2012-08-26,Fall,2012,Aug,14,No Holiday,Sunday,Clear,0.64,0.5758,89.0,0.1045,125,252,377,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,15,No Holiday,Sunday,Light_rainsnow,0.64,0.5758,89.0,0.2836,132,259,391,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,16,No Holiday,Sunday,Light_rainsnow,0.64,0.5758,89.0,0.2836,57,116,173,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,17,No Holiday,Sunday,Clear,0.64,0.5758,89.0,0.2239,61,172,233,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,18,No Holiday,Sunday,Misty,0.64,0.5758,89.0,0.0896,77,187,264,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,19,No Holiday,Sunday,Misty,0.64,0.5758,89.0,0.1642,80,212,292,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,20,No Holiday,Sunday,Clear,0.64,0.5758,89.0,0.1642,40,171,211,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,21,No Holiday,Sunday,Clear,0.64,0.5758,83.0,0.1343,26,140,166,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,22,No Holiday,Sunday,Clear,0.62,0.5606,88.0,0.0896,20,94,114,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,23,No Holiday,Sunday,Clear,0.62,0.5758,83.0,0.0896,21,59,80,Terlalu Lembab,weekend
2012-08-27,Fall,2012,Aug,0,No Holiday,Monday,Clear,0.62,0.5758,83.0,0.0,4,28,32,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,1,No Holiday,Monday,Clear,0.62,0.5606,88.0,0.0896,3,4,7,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,2,No Holiday,Monday,Clear,0.62,0.5606,88.0,0.1343,0,8,8,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,3,No Holiday,Monday,Clear,0.62,0.5606,88.0,0.0896,1,3,4,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,4,No Holiday,Monday,Clear,0.62,0.5758,83.0,0.0,1,11,12,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,5,No Holiday,Monday,Clear,0.62,0.5606,88.0,0.0,4,32,36,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,6,No Holiday,Monday,Clear,0.62,0.5606,88.0,0.0,4,141,145,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,7,No Holiday,Monday,Clear,0.66,0.6061,83.0,0.0,15,418,433,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,8,No Holiday,Monday,Clear,0.66,0.6061,83.0,0.0896,29,670,699,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,9,No Holiday,Monday,Clear,0.66,0.6061,83.0,0.1045,40,302,342,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,10,No Holiday,Monday,Clear,0.72,0.697,74.0,0.1343,63,143,206,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,11,No Holiday,Monday,Clear,0.74,0.697,66.0,0.194,47,182,229,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,12,No Holiday,Monday,Clear,0.76,0.7121,62.0,0.0,69,214,283,Ideal,weekdays
2012-08-27,Fall,2012,Aug,13,No Holiday,Monday,Clear,0.76,0.7121,56.99999999999999,0.1642,77,211,288,Ideal,weekdays
2012-08-27,Fall,2012,Aug,14,No Holiday,Monday,Clear,0.8,0.7424,49.0,0.0896,66,180,246,Ideal,weekdays
2012-08-27,Fall,2012,Aug,15,No Holiday,Monday,Clear,0.8,0.7576,55.00000000000001,0.2985,77,205,282,Ideal,weekdays
2012-08-27,Fall,2012,Aug,16,No Holiday,Monday,Clear,0.8,0.7576,55.00000000000001,0.2537,77,367,444,Ideal,weekdays
2012-08-27,Fall,2012,Aug,17,No Holiday,Monday,Clear,0.8,0.7273,46.0,0.2239,101,744,845,Ideal,weekdays
2012-08-27,Fall,2012,Aug,18,No Holiday,Monday,Clear,0.78,0.7121,52.0,0.2537,83,751,834,Ideal,weekdays
2012-08-27,Fall,2012,Aug,19,No Holiday,Monday,Clear,0.74,0.697,70.0,0.2239,74,499,573,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,20,No Holiday,Monday,Clear,0.74,0.697,70.0,0.194,50,366,416,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,21,No Holiday,Monday,Clear,0.72,0.697,74.0,0.194,39,239,278,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,22,No Holiday,Monday,Clear,0.7,0.6667,84.0,0.194,30,131,161,Terlalu Lembab,weekdays
2012-08-27,Fall,2012,Aug,23,No Holiday,Monday,Clear,0.7,0.6667,84.0,0.1642,35,79,114,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,0,No Holiday,Tuesday,Clear,0.7,0.6667,84.0,0.2537,9,29,38,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,1,No Holiday,Tuesday,Clear,0.68,0.6364,89.0,0.194,4,17,21,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,2,No Holiday,Tuesday,Clear,0.68,0.6364,83.0,0.2537,2,13,15,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,3,No Holiday,Tuesday,Clear,0.66,0.5909,89.0,0.1343,0,4,4,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,4,No Holiday,Tuesday,Clear,0.66,0.6061,83.0,0.1343,2,6,8,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,5,No Holiday,Tuesday,Misty,0.66,0.6061,83.0,0.0896,3,39,42,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,6,No Holiday,Tuesday,Misty,0.66,0.5909,89.0,0.1045,3,144,147,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,7,No Holiday,Tuesday,Misty,0.66,0.6061,83.0,0.1045,14,255,269,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,8,No Holiday,Tuesday,Misty,0.66,0.6212,85.0,0.1045,25,668,693,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,9,No Holiday,Tuesday,Misty,0.7,0.6667,79.0,0.1642,44,351,395,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,10,No Holiday,Tuesday,Clear,0.74,0.6818,62.0,0.2537,39,165,204,Ideal,weekdays
2012-08-28,Fall,2012,Aug,11,No Holiday,Tuesday,Clear,0.78,0.7273,55.00000000000001,0.2537,47,171,218,Ideal,weekdays
2012-08-28,Fall,2012,Aug,12,No Holiday,Tuesday,Clear,0.8,0.7424,49.0,0.2836,56,241,297,Ideal,weekdays
2012-08-28,Fall,2012,Aug,13,No Holiday,Tuesday,Clear,0.82,0.7424,43.0,0.2985,56,232,288,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,14,No Holiday,Tuesday,Clear,0.84,0.7424,38.0,0.3284,72,179,251,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,15,No Holiday,Tuesday,Clear,0.82,0.7273,34.0,0.2985,59,258,317,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,16,No Holiday,Tuesday,Clear,0.82,0.7121,33.0,0.3284,84,396,480,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,17,No Holiday,Tuesday,Clear,0.8,0.697,35.0,0.3881,90,774,864,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,18,No Holiday,Tuesday,Clear,0.78,0.697,40.0,0.2537,82,736,818,Terlalu kering,weekdays
2012-08-28,Fall,2012,Aug,19,No Holiday,Tuesday,Clear,0.74,0.6667,45.0,0.1642,82,515,597,Ideal,weekdays
2012-08-28,Fall,2012,Aug,20,No Holiday,Tuesday,Clear,0.72,0.6667,48.0,0.1045,87,348,435,Ideal,weekdays
2012-08-28,Fall,2012,Aug,21,No Holiday,Tuesday,Clear,0.72,0.6667,48.0,0.0896,38,276,314,Ideal,weekdays
2012-08-28,Fall,2012,Aug,22,No Holiday,Tuesday,Clear,0.7,0.6515,54.0,0.0,20,196,216,Ideal,weekdays
2012-08-28,Fall,2012,Aug,23,No Holiday,Tuesday,Clear,0.68,0.6364,56.99999999999999,0.0,17,92,109,Ideal,weekdays
2012-08-29,Fall,2012,Aug,0,No Holiday,Wednesday,Clear,0.66,0.6212,69.0,0.0,8,39,47,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,1,No Holiday,Wednesday,Clear,0.64,0.6061,69.0,0.1343,2,12,14,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,2,No Holiday,Wednesday,Clear,0.62,0.5909,73.0,0.1343,2,4,6,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,3,No Holiday,Wednesday,Clear,0.62,0.5909,73.0,0.1045,0,9,9,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,4,No Holiday,Wednesday,Clear,0.6,0.5909,73.0,0.2239,2,8,10,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,5,No Holiday,Wednesday,Clear,0.6,0.5909,73.0,0.194,3,37,40,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,6,No Holiday,Wednesday,Clear,0.6,0.5909,73.0,0.194,6,175,181,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,7,No Holiday,Wednesday,Clear,0.64,0.6061,65.0,0.0896,23,531,554,Terlalu Lembab,weekdays
2012-08-29,Fall,2012,Aug,8,No Holiday,Wednesday,Clear,0.66,0.6212,61.0,0.1642,28,780,808,Ideal,weekdays
2012-08-29,Fall,2012,Aug,9,No Holiday,Wednesday,Clear,0.7,0.6515,51.0,0.194,40,308,348,Ideal,weekdays
2012-08-29,Fall,2012,Aug,10,No Holiday,Wednesday,Clear,0.72,0.6667,48.0,0.1642,34,144,178,Ideal,weekdays
2012-08-29,Fall,2012,Aug,11,No Holiday,Wednesday,Clear,0.72,0.6515,45.0,0.0,67,186,253,Ideal,weekdays
2012-08-29,Fall,2012,Aug,12,No Holiday,Wednesday,Clear,0.76,0.6818,40.0,0.0,79,281,360,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,13,No Holiday,Wednesday,Clear,0.74,0.6667,42.0,0.0,68,232,300,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,14,No Holiday,Wednesday,Clear,0.76,0.6818,40.0,0.0896,87,214,301,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,15,No Holiday,Wednesday,Clear,0.76,0.6818,40.0,0.194,96,242,338,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,16,No Holiday,Wednesday,Clear,0.76,0.6667,37.0,0.1343,104,389,493,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,17,No Holiday,Wednesday,Clear,0.78,0.6818,35.0,0.2239,108,762,870,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,18,No Holiday,Wednesday,Clear,0.74,0.6667,42.0,0.1642,119,693,812,Terlalu kering,weekdays
2012-08-29,Fall,2012,Aug,19,No Holiday,Wednesday,Clear,0.7,0.6515,54.0,0.194,120,523,643,Ideal,weekdays
2012-08-29,Fall,2012,Aug,20,No Holiday,Wednesday,Clear,0.68,0.6364,56.99999999999999,0.0,49,378,427,Ideal,weekdays
2012-08-29,Fall,2012,Aug,21,No Holiday,Wednesday,Clear,0.66,0.6212,54.0,0.1045,48,265,313,Ideal,weekdays
2012-08-29,Fall,2012,Aug,22,No Holiday,Wednesday,Clear,0.66,0.6212,54.0,0.0,50,185,235,Ideal,weekdays
2012-08-29,Fall,2012,Aug,23,No Holiday,Wednesday,Clear,0.66,0.6212,56.99999999999999,0.0,34,123,157,Ideal,weekdays
2012-08-30,Fall,2012,Aug,0,No Holiday,Thursday,Clear,0.64,0.6061,69.0,0.0,14,51,65,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,1,No Holiday,Thursday,Clear,0.64,0.6061,65.0,0.0,6,17,23,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,2,No Holiday,Thursday,Clear,0.62,0.5909,73.0,0.0,3,14,17,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,3,No Holiday,Thursday,Clear,0.62,0.5909,73.0,0.0,0,5,5,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,4,No Holiday,Thursday,Clear,0.62,0.5909,73.0,0.0,4,4,8,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,5,No Holiday,Thursday,Clear,0.62,0.5909,73.0,0.0,2,33,35,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,6,No Holiday,Thursday,Clear,0.6,0.5606,83.0,0.1642,8,155,163,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,7,No Holiday,Thursday,Clear,0.64,0.6061,73.0,0.0,31,501,532,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,8,No Holiday,Thursday,Clear,0.66,0.6212,65.0,0.0,53,701,754,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,9,No Holiday,Thursday,Clear,0.7,0.6515,57.99999999999999,0.0,57,339,396,Ideal,weekdays
2012-08-30,Fall,2012,Aug,10,No Holiday,Thursday,Clear,0.72,0.6667,54.0,0.0,73,161,234,Ideal,weekdays
2012-08-30,Fall,2012,Aug,11,No Holiday,Thursday,Clear,0.76,0.6818,40.0,0.0896,85,191,276,Terlalu kering,weekdays
2012-08-30,Fall,2012,Aug,12,No Holiday,Thursday,Clear,0.76,0.6818,45.0,0.1343,73,221,294,Ideal,weekdays
2012-08-30,Fall,2012,Aug,13,No Holiday,Thursday,Clear,0.76,0.6818,48.0,0.1045,76,214,290,Ideal,weekdays
2012-08-30,Fall,2012,Aug,14,No Holiday,Thursday,Clear,0.76,0.6818,48.0,0.1343,74,199,273,Ideal,weekdays
2012-08-30,Fall,2012,Aug,15,No Holiday,Thursday,Clear,0.8,0.7273,46.0,0.1642,99,239,338,Ideal,weekdays
2012-08-30,Fall,2012,Aug,16,No Holiday,Thursday,Clear,0.8,0.7273,43.0,0.1642,77,405,482,Terlalu kering,weekdays
2012-08-30,Fall,2012,Aug,17,No Holiday,Thursday,Clear,0.82,0.7273,34.0,0.2239,93,751,844,Terlalu kering,weekdays
2012-08-30,Fall,2012,Aug,18,No Holiday,Thursday,Clear,0.8,0.7121,38.0,0.1343,109,744,853,Terlalu kering,weekdays
2012-08-30,Fall,2012,Aug,19,No Holiday,Thursday,Clear,0.76,0.6818,48.0,0.1343,78,532,610,Ideal,weekdays
2012-08-30,Fall,2012,Aug,20,No Holiday,Thursday,Clear,0.74,0.6818,57.99999999999999,0.1642,68,403,471,Ideal,weekdays
2012-08-30,Fall,2012,Aug,21,No Holiday,Thursday,Clear,0.72,0.6818,66.0,0.1343,32,275,307,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,22,No Holiday,Thursday,Clear,0.7,0.6515,70.0,0.0,38,253,291,Terlalu Lembab,weekdays
2012-08-30,Fall,2012,Aug,23,No Holiday,Thursday,Clear,0.7,0.6667,74.0,0.1045,19,133,152,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,0,No Holiday,Friday,Clear,0.68,0.6364,83.0,0.1642,13,69,82,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,1,No Holiday,Friday,Clear,0.68,0.6364,83.0,0.1642,8,24,32,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,2,No Holiday,Friday,Clear,0.66,0.5909,89.0,0.1343,9,11,20,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,3,No Holiday,Friday,Clear,0.66,0.5909,89.0,0.1045,3,2,5,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,4,No Holiday,Friday,Clear,0.64,0.5758,89.0,0.1343,0,7,7,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,5,No Holiday,Friday,Clear,0.64,0.5758,89.0,0.1642,2,27,29,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,6,No Holiday,Friday,Misty,0.64,0.5758,89.0,0.1642,7,101,108,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,7,No Holiday,Friday,Misty,0.64,0.5758,89.0,0.0896,21,400,421,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,8,No Holiday,Friday,Misty,0.7,0.6667,74.0,0.0,36,654,690,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,9,No Holiday,Friday,Clear,0.74,0.697,70.0,0.0,61,337,398,Terlalu Lembab,weekdays
2012-08-31,Fall,2012,Aug,10,No Holiday,Friday,Clear,0.76,0.7121,62.0,0.0896,59,197,256,Ideal,weekdays
2012-08-31,Fall,2012,Aug,11,No Holiday,Friday,Clear,0.86,0.7424,28.000000000000004,0.2985,88,221,309,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,12,No Holiday,Friday,Clear,0.86,0.7424,26.0,0.2537,120,290,410,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,13,No Holiday,Friday,Clear,0.88,0.7576,27.0,0.3284,97,271,368,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,14,No Holiday,Friday,Clear,0.9,0.7727,25.0,0.2239,112,324,436,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,15,No Holiday,Friday,Clear,0.9,0.7879,27.0,0.2985,109,417,526,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,16,No Holiday,Friday,Clear,0.9,0.7879,27.0,0.2537,111,417,528,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,17,No Holiday,Friday,Clear,0.88,0.7727,32.0,0.1642,129,488,617,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,18,No Holiday,Friday,Clear,0.86,0.7576,36.0,0.2537,87,459,546,Terlalu kering,weekdays
2012-08-31,Fall,2012,Aug,19,No Holiday,Friday,Clear,0.8,0.7424,49.0,0.1343,91,361,452,Ideal,weekdays
2012-08-31,Fall,2012,Aug,20,No Holiday,Friday,Clear,0.8,0.7424,49.0,0.1343,102,254,356,Ideal,weekdays
2012-08-31,Fall,2012,Aug,21,No Holiday,Friday,Clear,0.76,0.7121,57.99999999999999,0.194,71,232,303,Ideal,weekdays
2012-08-31,Fall,2012,Aug,22,No Holiday,Friday,Clear,0.76,0.7121,57.99999999999999,0.194,65,212,277,Ideal,weekdays
2012-08-31,Fall,2012,Aug,23,No Holiday,Friday,Clear,0.74,0.6818,62.0,0.1045,32,142,174,Ideal,weekdays
2012-09-01,Fall,2012,Sep,0,No Holiday,Saturday,Clear,0.74,0.6818,62.0,0.1045,22,146,168,Ideal,weekend
2012-09-01,Fall,2012,Sep,1,No Holiday,Saturday,Clear,0.72,0.697,74.0,0.1343,11,68,79,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,2,No Holiday,Saturday,Clear,0.7,0.6515,70.0,0.1642,8,61,69,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,3,No Holiday,Saturday,Clear,0.7,0.6515,70.0,0.1045,6,29,35,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,4,No Holiday,Saturday,Clear,0.7,0.6515,70.0,0.0,3,9,12,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,5,No Holiday,Saturday,Clear,0.68,0.6364,79.0,0.0,2,20,22,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,6,No Holiday,Saturday,Clear,0.68,0.6364,79.0,0.0,13,23,36,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,7,No Holiday,Saturday,Misty,0.74,0.6818,57.99999999999999,0.1343,8,58,66,Ideal,weekend
2012-09-01,Fall,2012,Sep,8,No Holiday,Saturday,Misty,0.76,0.7121,57.99999999999999,0.2537,28,134,162,Ideal,weekend
2012-09-01,Fall,2012,Sep,9,No Holiday,Saturday,Misty,0.76,0.7121,57.99999999999999,0.194,62,175,237,Ideal,weekend
2012-09-01,Fall,2012,Sep,10,No Holiday,Saturday,Misty,0.78,0.7273,55.00000000000001,0.194,128,289,417,Ideal,weekend
2012-09-01,Fall,2012,Sep,11,No Holiday,Saturday,Misty,0.8,0.7576,55.00000000000001,0.2239,219,273,492,Ideal,weekend
2012-09-01,Fall,2012,Sep,12,No Holiday,Saturday,Misty,0.8,0.7576,55.00000000000001,0.1642,187,284,471,Ideal,weekend
2012-09-01,Fall,2012,Sep,13,No Holiday,Saturday,Misty,0.82,0.7727,52.0,0.0896,237,267,504,Ideal,weekend
2012-09-01,Fall,2012,Sep,14,No Holiday,Saturday,Misty,0.86,0.7879,44.0,0.1642,240,274,514,Terlalu kering,weekend
2012-09-01,Fall,2012,Sep,15,No Holiday,Saturday,Misty,0.86,0.7879,44.0,0.2836,257,306,563,Terlalu kering,weekend
2012-09-01,Fall,2012,Sep,16,No Holiday,Saturday,Misty,0.84,0.7879,49.0,0.1642,209,253,462,Ideal,weekend
2012-09-01,Fall,2012,Sep,17,No Holiday,Saturday,Misty,0.82,0.7727,52.0,0.0,205,258,463,Ideal,weekend
2012-09-01,Fall,2012,Sep,18,No Holiday,Saturday,Misty,0.82,0.7727,52.0,0.0,184,258,442,Ideal,weekend
2012-09-01,Fall,2012,Sep,19,No Holiday,Saturday,Light_rainsnow,0.78,0.7424,62.0,0.0,157,235,392,Ideal,weekend
2012-09-01,Fall,2012,Sep,20,No Holiday,Saturday,Light_rainsnow,0.76,0.7273,67.0,0.2537,67,140,207,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,21,No Holiday,Saturday,Light_rainsnow,0.64,0.5758,89.0,0.0,21,83,104,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,22,No Holiday,Saturday,Misty,0.66,0.5909,89.0,0.0,21,57,78,Terlalu Lembab,weekend
2012-09-01,Fall,2012,Sep,23,No Holiday,Saturday,Clear,0.66,0.5909,89.0,0.0896,57,88,145,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,0,No Holiday,Sunday,Misty,0.66,0.5909,89.0,0.0896,27,72,99,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,1,No Holiday,Sunday,Clear,0.66,0.5909,89.0,0.0,15,58,73,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,2,No Holiday,Sunday,Clear,0.66,0.5909,89.0,0.0,28,56,84,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,3,No Holiday,Sunday,Clear,0.66,0.5909,89.0,0.0896,9,33,42,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,4,No Holiday,Sunday,Clear,0.66,0.5909,89.0,0.0,7,15,22,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,5,No Holiday,Sunday,Clear,0.66,0.5909,89.0,0.0,2,10,12,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,6,No Holiday,Sunday,Misty,0.66,0.5909,89.0,0.0,2,13,15,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,7,No Holiday,Sunday,Clear,0.66,0.5909,94.0,0.0896,13,29,42,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,8,No Holiday,Sunday,Clear,0.68,0.6364,89.0,0.0896,30,99,129,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,9,No Holiday,Sunday,Misty,0.7,0.6667,84.0,0.0,88,144,232,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,10,No Holiday,Sunday,Misty,0.72,0.697,79.0,0.0,158,230,388,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,11,No Holiday,Sunday,Misty,0.74,0.697,70.0,0.0,226,263,489,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,12,No Holiday,Sunday,Light_rainsnow,0.74,0.697,70.0,0.0,248,297,545,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,13,No Holiday,Sunday,Light_rainsnow,0.72,0.697,74.0,0.0896,263,230,493,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,14,No Holiday,Sunday,Light_rainsnow,0.72,0.697,79.0,0.0896,249,208,457,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,15,No Holiday,Sunday,Light_rainsnow,0.74,0.7121,74.0,0.1343,179,176,355,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,16,No Holiday,Sunday,Clear,0.74,0.697,70.0,0.0,222,252,474,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,17,No Holiday,Sunday,Clear,0.76,0.7273,66.0,0.0896,219,284,503,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,18,No Holiday,Sunday,Clear,0.74,0.7121,74.0,0.0,227,273,500,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,19,No Holiday,Sunday,Misty,0.7,0.6667,84.0,0.2239,140,152,292,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,20,No Holiday,Sunday,Misty,0.7,0.6667,84.0,0.1642,63,41,104,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,21,No Holiday,Sunday,Clear,0.7,0.6515,70.0,0.1642,79,92,171,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,22,No Holiday,Sunday,Light_rainsnow,0.68,0.6364,83.0,0.1343,66,100,166,Terlalu Lembab,weekend
2012-09-02,Fall,2012,Sep,23,No Holiday,Sunday,Light_rainsnow,0.66,0.5909,89.0,0.0896,53,70,123,Terlalu Lembab,weekend
2012-09-03,Fall,2012,Sep,0,Holiday,Monday,Misty,0.66,0.5909,94.0,0.0,42,62,104,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,1,Holiday,Monday,Misty,0.68,0.6364,89.0,0.1642,18,37,55,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,2,Holiday,Monday,Clear,0.66,0.5909,89.0,0.1045,10,30,40,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,3,Holiday,Monday,Clear,0.66,0.5909,89.0,0.1343,6,22,28,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,4,Holiday,Monday,Clear,0.66,0.5909,89.0,0.0896,6,5,11,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,5,Holiday,Monday,Clear,0.66,0.5909,89.0,0.0,1,3,4,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,6,Holiday,Monday,Clear,0.66,0.5909,94.0,0.0,3,12,15,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,7,Holiday,Monday,Clear,0.68,0.6364,85.0,0.0,6,37,43,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,8,Holiday,Monday,Misty,0.7,0.6667,84.0,0.1045,36,91,127,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,9,Holiday,Monday,Misty,0.7,0.6667,84.0,0.1343,71,158,229,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,10,Holiday,Monday,Misty,0.74,0.7121,74.0,0.2239,135,224,359,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,11,Holiday,Monday,Misty,0.74,0.697,70.0,0.2836,187,272,459,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,12,Holiday,Monday,Misty,0.76,0.7121,62.0,0.2985,191,352,543,Ideal,weekdays
2012-09-03,Fall,2012,Sep,13,Holiday,Monday,Misty,0.76,0.7273,66.0,0.2537,209,357,566,Terlalu Lembab,weekdays
2012-09-03,Fall,2012,Sep,14,Holiday,Monday,Clear,0.74,0.697,70.0,0.2985,163,349,512,Terlalu Lembab,weekdays
